epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,18066.8,0.75869,0.81476,1.18842,0.95067,0.97759,0.99165,0.83012,0.62207,0.81714,1.14857,0.000178407,0.000178407,0.000178407
21,18960.9,0.75227,0.80108,1.19376,0.98355,0.96383,0.99272,0.83418,0.60575,0.80516,1.14364,0.000172744,0.000172744,0.000172744
22,19847.2,0.74432,0.77879,1.19312,0.95686,0.95529,0.99083,0.81781,0.66112,0.81914,1.18638,0.000167081,0.000167081,0.000167081
23,20741.5,0.74292,0.75943,1.19122,0.9883,0.97597,0.99322,0.82156,0.5981,0.73365,1.13423,0.000161418,0.000161418,0.000161418
24,21635.5,0.73061,0.76331,1.18248,0.98593,0.97893,0.9928,0.83389,0.59385,0.69656,1.13273,0.000155756,0.000155756,0.000155756
25,22536.1,0.72389,0.73367,1.17372,0.98855,0.97922,0.9935,0.83316,0.57895,0.6713,1.11229,0.000150093,0.000150093,0.000150093
26,23431.5,0.72395,0.72684,1.16795,0.98682,0.98423,0.99395,0.82976,0.58181,0.65473,1.12354,0.00014443,0.00014443,0.00014443
27,24333.9,0.71843,0.71596,1.16371,0.992,0.97787,0.99445,0.85237,0.56818,0.62974,1.11229,0.000138767,0.000138767,0.000138767
28,25226.4,0.70312,0.69593,1.16818,0.98451,0.98423,0.99309,0.84122,0.56982,0.6507,1.10067,0.000133104,0.000133104,0.000133104
29,26139.8,0.68481,0.68967,1.15892,0.98273,0.98508,0.99244,0.853,0.56634,0.64409,1.09771,0.000127442,0.000127442,0.000127442
30,27043.4,0.69653,0.68119,1.1632,0.96228,0.99436,0.99418,0.8517,0.56726,0.61007,1.108,0.000121779,0.000121779,0.000121779
31,27932.8,0.69891,0.67791,1.16366,0.98331,0.98649,0.99429,0.85595,0.55139,0.60263,1.09761,0.000116116,0.000116116,0.000116116
32,28852.5,0.69584,0.66247,1.15855,0.99199,0.98464,0.99459,0.85424,0.55562,0.59262,1.10219,0.000110453,0.000110453,0.000110453
33,29795,0.67671,0.66491,1.14691,0.98931,0.98894,0.9948,0.86188,0.56217,0.57307,1.10433,0.00010479,0.00010479,0.00010479
34,30771.4,0.66215,0.63164,1.12827,0.99598,0.98974,0.99474,0.87555,0.53006,0.54815,1.07038,9.91276e-05,9.91276e-05,9.91276e-05
35,31726.1,0.67433,0.63157,1.14862,0.98758,0.97908,0.99378,0.86752,0.53111,0.56444,1.06592,9.34648e-05,9.34648e-05,9.34648e-05
36,32663,0.6741,0.60907,1.13308,0.99345,0.98874,0.99441,0.86521,0.52557,0.5464,1.06261,8.7802e-05,8.7802e-05,8.7802e-05
37,33508,0.64489,0.60487,1.12465,0.99117,0.99099,0.99434,0.87022,0.52705,0.54017,1.06272,8.21392e-05,8.21392e-05,8.21392e-05
38,34385.5,0.64821,0.6068,1.1239,0.97774,0.99873,0.9928,0.86857,0.52557,0.53229,1.05949,7.64764e-05,7.64764e-05,7.64764e-05
39,35229.1,0.63693,0.59559,1.11429,0.97549,0.99403,0.99295,0.87547,0.51499,0.52579,1.04935,7.08136e-05,7.08136e-05,7.08136e-05
40,36103.1,0.64939,0.59548,1.12726,0.98333,0.99284,0.99396,0.88043,0.50146,0.51963,1.03909,6.51508e-05,6.51508e-05,6.51508e-05
41,36946.4,0.5609,0.64575,1.10444,0.97526,0.98926,0.9945,0.86021,0.5203,0.53435,1.06395,5.9488e-05,5.9488e-05,5.9488e-05
42,37809.6,0.54954,0.57209,1.08849,0.9867,0.97855,0.99442,0.87711,0.50348,0.51506,1.04257,5.38252e-05,5.38252e-05,5.38252e-05
43,38660.4,0.54361,0.56116,1.07939,0.99511,0.98425,0.99491,0.88312,0.48821,0.50522,1.03102,4.81624e-05,4.81624e-05,4.81624e-05
44,39521.1,0.53959,0.54632,1.07574,0.98812,0.99188,0.99484,0.88001,0.49026,0.50683,1.02674,4.24996e-05,4.24996e-05,4.24996e-05
45,40387.5,0.52857,0.54124,1.06964,0.99176,0.99324,0.99495,0.88523,0.49918,0.48899,1.03233,3.68368e-05,3.68368e-05,3.68368e-05
46,41246,0.51321,0.52238,1.04371,0.99341,0.9926,0.99493,0.89062,0.48338,0.48252,1.02488,3.1174e-05,3.1174e-05,3.1174e-05
47,42096.5,0.51046,0.51908,1.0529,0.99563,0.99293,0.99493,0.88746,0.47302,0.47695,1.01186,2.55112e-05,2.55112e-05,2.55112e-05
48,42937.2,0.51446,0.50614,1.05316,0.98986,0.99318,0.99493,0.89111,0.47034,0.47675,1.00873,1.98484e-05,1.98484e-05,1.98484e-05
49,43770.4,0.51033,0.50875,1.05154,0.99034,0.99299,0.99491,0.89644,0.45887,0.46949,1.00201,1.41856e-05,1.41856e-05,1.41856e-05
50,44606,0.4949,0.50169,1.04615,0.99186,0.99324,0.99495,0.89893,0.45798,0.4666,0.9991,8.5228e-06,8.5228e-06,8.5228e-06
